P3_22,P3_21,P3_20,P3_19,csvTime
15,16,-344,-344,2024-05-17 04:29:02
15,16,-276,-260,2024-05-17 04:30:02
15,16,49,37,2024-05-17 04:31:02
15,16,-27,-8,2024-05-17 04:32:02
15,16,-245,-253,2024-05-17 04:33:02
15,16,-322,-329,2024-05-17 04:34:02
15,16,-216,-215,2024-05-17 04:35:02
15,16,-22,-45,2024-05-17 04:36:02
15,16,-261,-232,2024-05-17 04:37:02
15,16,-128,-96,2024-05-17 04:38:02
15,16,-65,-101,2024-05-17 04:39:02
15,16,-71,-85,2024-05-17 04:40:02
15,16,-39,8,2024-05-17 04:41:02
15,16,-216,-211,2024-05-17 04:42:02
15,16,-198,-177,2024-05-17 04:43:02
15,16,-91,-105,2024-05-17 04:44:02
15,16,30,24,2024-05-17 04:45:02
15,16,6,11,2024-05-17 04:46:02
15,16,-73,-81,2024-05-17 04:47:02
15,16,-222,-210,2024-05-17 04:48:02
15,16,-195,-110,2024-05-17 04:49:02
15,16,8,54,2024-05-17 04:50:02
15,16,-96,-86,2024-05-17 04:51:02
15,16,-218,-223,2024-05-17 04:52:02
15,16,-15,40,2024-05-17 04:53:02
15,16,115,121,2024-05-17 04:54:02
15,16,-123,-116,2024-05-17 04:55:02
15,16,-256,-260,2024-05-17 04:56:02
15,16,-141,-126,2024-05-17 04:57:02
15,16,3,8,2024-05-17 04:58:02
15,16,-10,37,2024-05-17 04:59:02
15,16,-145,-160,2024-05-17 05:00:02
15,16,-131,-136,2024-05-17 05:01:02
15,16,-192,-187,2024-05-17 05:02:02
15,16,-317,-327,2024-05-17 05:03:02
15,16,-103,-101,2024-05-17 05:04:02
15,16,118,106,2024-05-17 05:05:02
15,16,-207,-207,2024-05-17 05:06:02
15,16,-311,-317,2024-05-17 05:07:02
15,16,-162,-151,2024-05-17 05:08:02
15,16,35,70,2024-05-17 05:09:02
15,16,106,103,2024-05-17 05:10:02
15,16,-58,-17,2024-05-17 05:11:02
15,16,-207,-231,2024-05-17 05:12:02
15,16,-20,-27,2024-05-17 05:13:02
15,16,-86,-93,2024-05-17 05:14:02
15,16,-344,-344,2024-05-17 05:15:02
15,16,-136,-121,2024-05-17 05:16:02
15,16,-35,-12,2024-05-17 05:17:02
15,16,-302,-290,2024-05-17 05:18:02
15,16,-268,-238,2024-05-17 05:19:02
15,16,-148,-162,2024-05-17 05:20:02
15,16,-156,-162,2024-05-17 05:21:02
15,16,22,20,2024-05-17 05:22:02
15,16,-335,-330,2024-05-17 05:23:02
15,16,-340,-344,2024-05-17 05:24:02
15,16,-340,-344,2024-05-17 05:25:02
15,16,-340,-344,2024-05-17 05:26:02
15,16,-340,-344,2024-05-17 05:27:02
15,16,-340,-344,2024-05-17 05:28:02
15,16,-340,-344,2024-05-17 05:29:02
15,16,-344,-344,2024-05-17 05:30:02
15,16,-344,-344,2024-05-17 05:31:02
15,16,-344,-344,2024-05-17 05:32:02
17,17,-344,-344,2024-05-17 05:33:02
16,17,-344,-344,2024-05-17 05:34:02
16,17,-344,-344,2024-05-17 05:35:02
16,17,-344,-344,2024-05-17 05:36:02
16,17,-344,-344,2024-05-17 05:37:02
16,17,-131,-158,2024-05-17 05:38:02
17,17,-93,-161,2024-05-17 05:39:02
16,17,-177,-191,2024-05-17 05:40:02
16,17,-86,-128,2024-05-17 05:41:02
17,17,-20,-20,2024-05-17 05:42:02
16,17,-218,-226,2024-05-17 05:43:02
16,17,-296,-265,2024-05-17 05:44:02
17,17,-272,-261,2024-05-17 05:45:02
16,17,-335,-344,2024-05-17 05:46:02
17,17,-340,-347,2024-05-17 05:47:02
16,17,-335,-355,2024-05-17 05:48:02
17,17,-344,-344,2024-05-17 05:49:02
17,17,-263,-261,2024-05-17 05:50:02
16,17,-91,-121,2024-05-17 05:51:02
16,17,-288,-307,2024-05-17 05:52:02
17,17,-340,-347,2024-05-17 05:53:02
16,17,-330,-335,2024-05-17 05:54:02
17,17,-295,-310,2024-05-17 05:55:02
16,17,-340,-344,2024-05-17 05:56:02
16,17,-340,-344,2024-05-17 05:57:02
17,17,-340,-344,2024-05-17 05:58:02
16,17,-340,-344,2024-05-17 05:59:02
16,17,-340,-344,2024-05-17 06:00:02
16,17,-340,-344,2024-05-17 06:01:02
16,17,-340,-344,2024-05-17 06:02:02
17,17,-340,-344,2024-05-17 06:03:02
1,0,-6,-4,2024-05-17 06:04:02
1,0,-6,-4,2024-05-17 06:05:02
1,0,-6,-2,2024-05-17 06:06:02
1,0,-6,-2,2024-05-17 06:07:02
1,0,-6,-4,2024-05-17 06:08:02
1,0,-6,-4,2024-05-17 06:09:02
1,0,-6,-6,2024-05-17 06:10:02
1,0,-6,-4,2024-05-17 06:11:02
1,0,-6,-6,2024-05-17 06:12:02
1,0,-6,-6,2024-05-17 06:13:02
1,0,-6,-4,2024-05-17 06:14:02
1,0,-6,-4,2024-05-17 06:15:02
1,0,-6,-4,2024-05-17 06:16:02
1,0,-6,-6,2024-05-17 06:17:02
1,0,-6,-4,2024-05-17 06:18:02
59,59,895,898,2024-05-17 06:19:02
30,31,895,895,2024-05-17 06:20:02
1,0,895,895,2024-05-17 06:21:02
17,17,895,898,2024-05-17 06:22:02
19,38,895,895,2024-05-17 06:23:02
27,27,895,895,2024-05-17 06:24:02
41,42,-58,-81,2024-05-17 06:25:02
41,42,116,50,2024-05-17 06:26:02
14,15,1,108,2024-05-17 06:27:02
14,15,51,68,2024-05-17 06:28:02
14,15,-65,-59,2024-05-17 06:29:02
14,15,-158,-173,2024-05-17 06:30:02
14,15,278,282,2024-05-17 06:31:02
19,20,339,342,2024-05-17 06:32:02
19,20,340,342,2024-05-17 06:33:02
19,20,339,342,2024-05-17 06:34:02
19,20,202,216,2024-05-17 06:35:02
19,20,11,-10,2024-05-17 06:36:02
16,17,145,173,2024-05-17 06:37:02
16,17,257,252,2024-05-17 06:38:02
16,17,250,280,2024-05-17 06:39:02
16,17,252,263,2024-05-17 06:40:02
16,17,271,293,2024-05-17 06:41:02
16,17,218,151,2024-05-17 06:42:02
16,17,312,332,2024-05-17 06:43:02
16,17,96,83,2024-05-17 06:44:02
16,17,86,105,2024-05-17 06:45:02
16,17,191,212,2024-05-17 06:46:02
16,17,206,220,2024-05-17 06:47:02
16,17,158,185,2024-05-17 06:48:02
16,17,145,133,2024-05-17 06:49:02
16,17,141,167,2024-05-17 06:50:02
16,17,133,148,2024-05-17 06:51:02
16,17,206,270,2024-05-17 06:52:02
16,17,253,212,2024-05-17 06:53:02
16,17,300,310,2024-05-17 06:54:02
16,17,316,285,2024-05-17 06:55:02
16,17,108,45,2024-05-17 06:56:02
16,17,250,262,2024-05-17 06:57:02
16,17,340,342,2024-05-17 06:58:02
16,17,342,342,2024-05-17 06:59:02
16,17,340,342,2024-05-17 07:00:02
16,17,340,342,2024-05-17 07:01:02
19,20,340,342,2024-05-17 07:02:02
19,20,340,342,2024-05-17 07:03:02
19,20,342,342,2024-05-17 07:04:02
19,20,275,241,2024-05-17 07:05:02
19,20,22,24,2024-05-17 07:06:02
13,16,592,898,2024-05-17 07:07:02
20,20,895,898,2024-05-17 07:08:02
20,20,895,898,2024-05-17 07:09:02
20,20,895,900,2024-05-17 07:10:02
1,0,895,898,2024-05-17 07:11:02
37,37,896,900,2024-05-17 07:12:02
27,0,895,898,2024-05-17 07:13:02
21,36,895,898,2024-05-17 07:14:02
47,48,895,898,2024-05-17 07:15:02
1,0,895,898,2024-05-17 07:16:02
38,39,895,898,2024-05-17 07:17:02
38,39,895,898,2024-05-17 07:18:02
20,20,65,900,2024-05-17 07:19:02
39,40,894,895,2024-05-17 07:20:02
39,40,-53,-53,2024-05-17 07:21:02
34,34,240,342,2024-05-17 07:22:02
22,23,-37,-126,2024-05-17 07:23:02
21,21,-340,-344,2024-05-17 07:24:02
21,21,-340,-344,2024-05-17 07:25:02
21,21,-340,-344,2024-05-17 07:26:02
20,21,-340,-344,2024-05-17 07:27:02
18,18,-248,-235,2024-05-17 07:28:02
18,19,-60,-65,2024-05-17 07:29:02
14,15,-202,-217,2024-05-17 07:30:02
14,16,-344,-344,2024-05-17 07:31:02
15,15,-344,-344,2024-05-17 07:32:02
16,18,-344,-344,2024-05-17 07:33:02
18,19,-344,-344,2024-05-17 07:34:02
35,36,-344,-344,2024-05-17 07:35:02
20,21,-344,-344,2024-05-17 07:36:02
18,19,-344,-344,2024-05-17 07:37:02
18,19,-282,-287,2024-05-17 07:38:02
18,19,-340,-344,2024-05-17 07:39:02
18,19,-340,-344,2024-05-17 07:40:02
18,19,-75,-68,2024-05-17 07:41:02
18,19,237,196,2024-05-17 07:42:02
16,16,-69,-86,2024-05-17 07:43:02
1,0,-1,0,2024-05-17 07:44:02
1,0,0,-2,2024-05-17 07:45:02
1,0,0,0,2024-05-17 07:46:02
1,0,0,0,2024-05-17 07:47:02
1,0,0,0,2024-05-17 07:48:02
32,33,895,898,2024-05-17 07:49:02
35,35,895,898,2024-05-17 07:50:02
35,35,895,898,2024-05-17 07:51:02
48,48,895,898,2024-05-17 07:52:02
7,12,419,0,2024-05-17 07:53:02
28,28,340,342,2024-05-17 07:54:02
36,36,340,342,2024-05-17 07:55:02
16,17,340,342,2024-05-17 07:56:02
16,17,339,342,2024-05-17 07:57:02
11,11,162,158,2024-05-17 07:58:02
10,11,-168,-237,2024-05-17 07:59:02
10,11,-337,-344,2024-05-17 08:00:02
10,11,-344,-344,2024-05-17 08:01:02
10,11,-344,-344,2024-05-17 08:02:02
11,11,-344,-344,2024-05-17 08:03:02
28,28,-344,-344,2024-05-17 08:04:02
7,8,165,171,2024-05-17 08:05:02
7,8,334,342,2024-05-17 08:06:02
7,8,340,342,2024-05-17 08:07:02
3,16,6,2,2024-05-17 08:08:02
14,14,517,545,2024-05-17 08:09:02
1,0,895,898,2024-05-17 08:10:02
1,0,895,898,2024-05-17 08:11:02
1,32,896,898,2024-05-17 08:12:02
1,0,895,898,2024-05-17 08:13:02
24,25,896,898,2024-05-17 08:14:02
26,27,895,898,2024-05-17 08:15:02
48,49,895,898,2024-05-17 08:16:02
11,12,17,0,2024-05-17 08:17:02
1,0,2,-2,2024-05-17 08:18:02
1,0,2,-2,2024-05-17 08:19:02
26,27,4,0,2024-05-17 08:20:02
24,36,520,400,2024-05-17 08:21:02
28,28,788,778,2024-05-17 08:22:02
29,29,745,721,2024-05-17 08:23:02
37,38,794,838,2024-05-17 08:24:02
29,31,681,695,2024-05-17 08:25:02
21,22,885,985,2024-05-17 08:26:02
32,34,915,874,2024-05-17 08:27:02
23,23,572,624,2024-05-17 08:28:02
22,24,795,854,2024-05-17 08:29:02
23,25,761,785,2024-05-17 08:30:02
25,23,685,637,2024-05-17 08:31:02
28,28,923,956,2024-05-17 08:32:02
28,28,895,883,2024-05-17 08:33:02
22,22,793,738,2024-05-17 08:34:02
28,28,728,711,2024-05-17 08:35:02
27,27,880,885,2024-05-17 08:36:02
33,36,900,929,2024-05-17 08:37:02
22,22,891,898,2024-05-17 08:38:02
24,25,810,814,2024-05-17 08:39:02
22,23,783,743,2024-05-17 08:40:02
23,23,955,911,2024-05-17 08:41:02
23,24,557,515,2024-05-17 08:42:02
27,26,885,945,2024-05-17 08:43:02
27,27,881,858,2024-05-17 08:44:02
31,30,856,934,2024-05-17 08:45:02
25,24,764,781,2024-05-17 08:46:02
21,22,635,612,2024-05-17 08:47:02
29,30,841,774,2024-05-17 08:48:02
21,23,705,716,2024-05-17 08:49:02
32,28,870,790,2024-05-17 08:50:02
24,26,749,775,2024-05-17 08:51:02
31,34,1050,1193,2024-05-17 08:52:02
28,28,1025,988,2024-05-17 08:53:02
25,26,868,866,2024-05-17 08:54:02
21,22,998,1010,2024-05-17 08:55:02
29,30,934,970,2024-05-17 08:56:02
24,25,914,906,2024-05-17 08:57:02
24,26,939,950,2024-05-17 08:58:02
26,27,915,949,2024-05-17 08:59:02
37,38,367,380,2024-05-17 10:00:02
32,24,435,624,2024-05-17 10:01:02
27,28,490,494,2024-05-17 10:02:02
25,24,934,920,2024-05-17 10:03:02
42,43,16,0,2024-05-17 10:04:02
30,31,905,906,2024-05-17 10:05:02
1,0,905,906,2024-05-17 10:06:02
1,0,2,-2,2024-05-17 10:07:02
1,0,903,906,2024-05-17 10:08:02
1,0,900,900,2024-05-17 10:09:02
40,41,1793,1795,2024-05-17 10:10:02
40,41,1796,1798,2024-05-17 10:11:02
1,0,904,900,2024-05-17 10:12:02
1,0,900,900,2024-05-17 10:13:02
1,0,841,2,2024-05-17 10:14:02
29,30,-56,-20,2024-05-17 10:15:02
14,15,-217,-140,2024-05-17 10:16:02
7,8,329,342,2024-05-17 10:17:02
7,8,339,342,2024-05-17 10:18:02
7,8,339,342,2024-05-17 10:19:02
21,22,340,342,2024-05-17 10:20:02
9,10,339,342,2024-05-17 10:21:02
9,10,339,342,2024-05-17 10:22:02
9,10,340,342,2024-05-17 10:23:02
9,10,268,266,2024-05-17 10:24:02
9,10,250,267,2024-05-17 10:25:02
9,10,251,116,2024-05-17 10:26:02
9,10,-66,-118,2024-05-17 10:27:02
9,10,181,187,2024-05-17 10:28:02
9,10,339,342,2024-05-17 10:29:02
9,10,339,342,2024-05-17 10:30:02
9,10,339,342,2024-05-17 10:31:02
15,16,340,342,2024-05-17 10:32:02
15,16,327,342,2024-05-17 10:33:02
15,16,207,198,2024-05-17 10:34:02
10,11,41,8,2024-05-17 10:35:02
10,11,-2,-37,2024-05-17 10:36:02
1,0,4,0,2024-05-17 10:37:02
1,0,895,898,2024-05-17 10:38:02
20,20,895,898,2024-05-17 10:39:02
1,0,895,898,2024-05-17 10:40:02
3,5,674,-2,2024-05-17 10:41:02
19,20,405,547,2024-05-17 10:42:02
1,0,3,0,2024-05-17 10:43:02
1,0,3,0,2024-05-17 10:44:02
48,0,895,898,2024-05-17 10:45:02
1,0,895,898,2024-05-17 10:46:02
29,30,895,898,2024-05-17 10:47:02
1,0,2,0,2024-05-17 10:48:02
1,0,895,898,2024-05-17 10:49:02
18,19,895,898,2024-05-17 10:50:02
1,0,895,898,2024-05-17 10:51:02
1,0,895,898,2024-05-17 10:52:02
1,0,895,898,2024-05-17 10:53:02
1,0,895,898,2024-05-17 10:54:02
1,0,895,898,2024-05-17 10:55:02
1,0,895,900,2024-05-17 10:56:02
1,0,895,895,2024-05-17 10:57:02
1,0,895,898,2024-05-17 10:58:02
1,0,895,898,2024-05-17 10:59:02
22,23,3,-2,2024-05-17 11:00:02
22,23,211,236,2024-05-17 11:01:02
1,0,589,900,2024-05-17 11:02:02
26,4,960,1795,2024-05-17 11:03:02
20,21,1765,1795,2024-05-17 11:04:02
1,0,900,900,2024-05-17 11:05:02
44,44,903,901,2024-05-17 11:06:02
1,0,900,900,2024-05-17 11:07:02
1,0,900,901,2024-05-17 11:08:02
1,0,900,901,2024-05-17 11:09:02
1,0,900,901,2024-05-17 11:10:02
11,12,4,0,2024-05-17 11:11:02
15,15,2,0,2024-05-17 11:12:02
1,0,2,0,2024-05-17 11:13:02
1,0,2,2,2024-05-17 11:14:02
1,0,2,0,2024-05-17 11:15:02
1,0,2,0,2024-05-17 11:16:02
1,0,2,0,2024-05-17 11:17:02
1,0,2,0,2024-05-17 11:18:02
1,0,2,0,2024-05-17 11:19:02
6,20,288,898,2024-05-17 11:20:02
20,0,895,900,2024-05-17 11:21:02
1,0,895,898,2024-05-17 11:22:02
14,15,83,113,2024-05-17 11:23:02
14,16,339,342,2024-05-17 11:24:02
14,15,340,342,2024-05-17 11:25:02
14,15,339,342,2024-05-17 11:26:02
11,12,329,325,2024-05-17 11:27:02
1,0,4,0,2024-05-17 11:28:02
1,0,3,2,2024-05-17 11:29:02
1,0,3,0,2024-05-17 11:30:02
1,0,895,898,2024-05-17 11:31:02
1,0,895,898,2024-05-17 11:32:02
37,38,895,900,2024-05-17 11:33:02
1,0,850,81,2024-05-17 11:34:02
33,34,894,898,2024-05-17 11:35:02
1,0,895,898,2024-05-17 11:36:02
26,27,895,898,2024-05-17 11:37:02
18,20,896,898,2024-05-17 11:38:02
30,31,895,898,2024-05-17 11:39:02
15,18,895,898,2024-05-17 11:40:02
33,34,895,898,2024-05-17 11:41:02
16,17,106,103,2024-05-17 11:42:02
16,17,340,342,2024-05-17 11:43:02
16,17,313,243,2024-05-17 11:44:02
16,17,24,37,2024-05-17 11:45:02
16,17,297,292,2024-05-17 11:46:02
12,13,12,27,2024-05-17 11:47:02
11,12,2,-32,2024-05-17 11:48:02
10,11,96,58,2024-05-17 11:49:02
22,15,895,898,2024-05-17 11:50:02
23,23,895,900,2024-05-17 11:51:02
47,47,895,898,2024-05-17 11:52:02
22,22,895,900,2024-05-17 11:53:02
1,0,895,898,2024-05-17 11:54:02
1,0,895,898,2024-05-17 11:55:02
24,25,895,898,2024-05-17 11:56:02
22,23,895,898,2024-05-17 11:57:02
16,17,340,342,2024-05-17 11:58:02
18,19,340,342,2024-05-17 11:59:02
22,23,339,342,2024-05-17 12:00:02
18,18,195,101,2024-05-17 12:01:02
18,19,2,2,2024-05-17 12:02:02
24,25,106,153,2024-05-17 12:03:02
21,22,232,261,2024-05-17 12:04:02
1,0,895,898,2024-05-17 12:05:02
1,0,895,898,2024-05-17 12:06:02
21,23,895,898,2024-05-17 12:07:02
1,0,895,898,2024-05-17 12:08:02
1,0,895,898,2024-05-17 12:09:02
9,10,50,0,2024-05-17 12:10:02
1,0,896,898,2024-05-17 12:11:02
1,0,895,898,2024-05-17 12:12:02
1,0,895,898,2024-05-17 12:13:02
23,23,50,91,2024-05-17 12:14:02
21,22,116,106,2024-05-17 12:15:02
18,19,-17,-12,2024-05-17 12:16:02
18,19,-56,-55,2024-05-17 12:17:02
18,19,-83,-88,2024-05-17 12:18:02
18,19,-80,-86,2024-05-17 12:19:02
16,17,70,16,2024-05-17 12:20:02
16,17,-54,-10,2024-05-17 12:21:02
16,17,-32,-20,2024-05-17 12:22:02
20,20,-230,-178,2024-05-17 12:23:02
20,20,30,-65,2024-05-17 12:24:02
20,20,30,40,2024-05-17 12:25:02
20,20,-96,-146,2024-05-17 12:26:02
1,0,895,900,2024-05-17 12:27:02
1,0,895,898,2024-05-17 12:28:02
1,0,895,898,2024-05-17 12:29:02
18,18,167,167,2024-05-17 12:30:02
18,18,297,292,2024-05-17 12:31:02
18,19,297,311,2024-05-17 12:32:02
16,16,24,-2,2024-05-17 12:33:02
16,17,-222,-263,2024-05-17 12:34:02
14,15,115,145,2024-05-17 12:35:02
15,15,329,282,2024-05-17 12:36:02
14,15,63,123,2024-05-17 12:37:02
14,15,-30,64,2024-05-17 12:38:02
14,15,172,155,2024-05-17 12:39:02
11,12,105,121,2024-05-17 12:40:02
11,13,-12,-32,2024-05-17 12:41:02
14,15,123,34,2024-05-17 12:42:02
14,15,-300,-318,2024-05-17 12:43:02
12,12,-345,-344,2024-05-17 12:44:02
12,12,-105,-93,2024-05-17 12:45:02
12,12,37,-6,2024-05-17 12:46:02
9,10,-143,-118,2024-05-17 12:47:02
8,9,91,121,2024-05-17 12:48:02
9,10,340,342,2024-05-17 12:49:02
22,23,339,342,2024-05-17 12:50:02
9,10,339,342,2024-05-17 12:51:02
9,10,-69,-13,2024-05-17 12:52:02
9,10,-91,-116,2024-05-17 12:53:02
9,10,-93,-15,2024-05-17 12:54:02
9,10,58,41,2024-05-17 12:55:02
9,10,105,79,2024-05-17 12:56:02
9,10,185,130,2024-05-17 12:57:02
19,20,339,342,2024-05-17 12:58:02
20,20,340,342,2024-05-17 12:59:02
10,11,339,342,2024-05-17 13:00:02
1,0,894,898,2024-05-17 13:01:02
1,0,895,898,2024-05-17 13:02:02
18,19,895,900,2024-05-17 13:03:02
1,0,895,900,2024-05-17 13:04:02
10,11,6,22,2024-05-17 13:05:02
18,19,340,342,2024-05-17 13:06:02
20,21,340,342,2024-05-17 13:07:02
20,21,339,342,2024-05-17 13:08:02
20,21,339,342,2024-05-17 13:09:02
10,11,-178,-257,2024-05-17 13:10:02
10,11,-283,-197,2024-05-17 13:11:02
10,11,227,342,2024-05-17 13:12:02
10,11,340,342,2024-05-17 13:13:02
13,14,342,342,2024-05-17 13:14:02
13,14,342,342,2024-05-17 13:15:02
13,14,271,235,2024-05-17 13:16:02
13,14,330,324,2024-05-17 13:17:02
13,14,330,342,2024-05-17 13:18:02
9,10,337,342,2024-05-17 13:19:02
9,10,337,342,2024-05-17 13:20:02
9,10,337,342,2024-05-17 13:21:02
9,10,337,342,2024-05-17 13:22:02
22,22,337,342,2024-05-17 13:23:02
22,22,337,342,2024-05-17 13:24:02
22,22,-203,-201,2024-05-17 13:25:02
10,11,-17,-41,2024-05-17 13:26:02
10,11,-61,-45,2024-05-17 13:27:02
10,11,-340,-344,2024-05-17 13:28:02
10,11,-340,-344,2024-05-17 13:29:02
6,6,-340,-344,2024-05-17 13:30:02
10,11,-340,-344,2024-05-17 13:31:02
10,11,-340,-311,2024-05-17 13:32:02
28,28,886,898,2024-05-17 13:33:02
26,27,895,898,2024-05-17 13:34:02
26,27,899,900,2024-05-17 13:35:02
25,26,2,-2,2024-05-17 13:36:02
16,17,-138,-146,2024-05-17 13:37:02
16,17,167,197,2024-05-17 13:38:02
16,17,-192,-188,2024-05-17 13:39:02
9,10,-88,-43,2024-05-17 13:40:02
6,6,118,121,2024-05-17 13:41:02
6,6,-37,-70,2024-05-17 13:42:02
6,7,-156,-150,2024-05-17 13:43:02
4,4,-153,-126,2024-05-17 13:44:02
3,4,-251,-240,2024-05-17 13:45:02
3,4,-337,-344,2024-05-17 13:46:02
3,4,-286,-258,2024-05-17 13:47:02
5,6,-2,-55,2024-05-17 13:48:02
6,6,69,40,2024-05-17 13:49:02
5,6,135,93,2024-05-17 13:50:02
5,6,267,221,2024-05-17 13:51:02
5,6,-106,-111,2024-05-17 13:52:02
5,6,-344,-344,2024-05-17 13:53:02
3,4,-344,-344,2024-05-17 13:54:02
1,0,894,898,2024-05-17 13:55:02
1,0,895,898,2024-05-17 13:56:02
1,0,895,898,2024-05-17 13:57:02
1,0,895,898,2024-05-17 13:58:02
1,0,895,898,2024-05-17 13:59:02
33,0,895,898,2024-05-17 14:00:02
18,0,895,898,2024-05-17 14:01:02
1,0,895,898,2024-05-17 14:02:02
1,0,895,898,2024-05-17 14:03:02
15,16,2,1,2024-05-17 14:04:02
19,20,-79,-131,2024-05-17 14:05:02
24,25,-90,-81,2024-05-17 14:06:02
24,25,-81,-96,2024-05-17 14:07:02
24,25,-60,30,2024-05-17 14:08:02
24,25,-69,-138,2024-05-17 14:09:02
24,25,-3,-46,2024-05-17 14:10:02
24,25,-41,-66,2024-05-17 14:11:02
15,16,-146,-180,2024-05-17 14:12:02
15,16,-163,-170,2024-05-17 14:13:02
15,16,-128,-108,2024-05-17 14:14:02
15,16,-138,-131,2024-05-17 14:15:02
15,16,-115,-93,2024-05-17 14:16:02
15,16,-66,-103,2024-05-17 14:17:02
15,16,-126,-103,2024-05-17 14:18:02
15,16,-10,-12,2024-05-17 14:19:02
9,10,-22,-51,2024-05-17 14:20:02
6,6,-268,-275,2024-05-17 14:21:02
17,18,1795,1798,2024-05-17 14:22:02
6,6,-193,-262,2024-05-17 14:23:02
10,11,-340,-344,2024-05-17 14:24:02
6,7,-296,-288,2024-05-17 14:25:02
6,6,-50,-65,2024-05-17 14:26:02
4,5,-61,-55,2024-05-17 14:27:02
4,5,-96,-118,2024-05-17 14:28:02
3,4,-138,-135,2024-05-17 14:29:02
3,4,-172,-217,2024-05-17 14:30:02
3,4,-307,-350,2024-05-17 14:31:02
3,4,-340,-344,2024-05-17 14:32:02
4,5,-340,-344,2024-05-17 14:33:02
10,11,-340,-344,2024-05-17 14:34:02
10,11,-340,-344,2024-05-17 14:35:02
12,13,-340,-344,2024-05-17 14:36:02
10,11,-340,-344,2024-05-17 14:37:02
10,11,-160,-148,2024-05-17 14:38:02
10,11,178,190,2024-05-17 14:39:02
10,11,32,30,2024-05-17 14:40:02
10,11,-267,-265,2024-05-17 14:41:02
10,11,-247,-237,2024-05-17 14:42:02
10,11,-75,-37,2024-05-17 14:43:02
10,11,6,6,2024-05-17 14:44:02
10,11,29,-10,2024-05-17 14:45:02
10,11,-79,-103,2024-05-17 14:46:02
1,0,894,898,2024-05-17 14:47:02
1,0,895,895,2024-05-17 14:48:02
1,0,895,898,2024-05-17 14:49:02
1,0,895,898,2024-05-17 14:50:02
1,0,895,898,2024-05-17 14:51:02
11,12,-911,-909,2024-05-17 14:52:02
1,0,-911,-910,2024-05-17 14:53:02
1,0,-911,-909,2024-05-17 14:54:02
1,0,895,900,2024-05-17 14:55:02
5,0,-905,-909,2024-05-17 14:56:02
1,0,-906,-909,2024-05-17 14:57:02
1,0,-906,-909,2024-05-17 14:58:02
1,0,-908,-910,2024-05-17 14:59:02
1,0,895,898,2024-05-17 17:00:02
1,0,895,898,2024-05-17 17:01:02
1,0,895,898,2024-05-17 17:02:02
1,0,895,898,2024-05-17 17:03:02
1,0,895,898,2024-05-17 17:04:02
1,0,895,898,2024-05-17 17:05:02
1,0,895,898,2024-05-17 17:06:02
50,51,283,342,2024-05-17 17:07:02
29,30,10,25,2024-05-17 17:08:02
1,0,233,898,2024-05-17 17:09:02
37,37,895,898,2024-05-17 17:10:02
17,9,1411,1795,2024-05-17 17:11:02
10,6,905,901,2024-05-17 17:12:02
1,0,901,900,2024-05-17 17:13:02
1,0,900,901,2024-05-17 17:14:02
11,17,904,898,2024-05-17 17:15:02
1,0,903,898,2024-05-17 17:16:02
1,0,900,900,2024-05-17 17:17:02
1,0,900,898,2024-05-17 17:18:02
1,0,900,900,2024-05-17 17:19:02
1,0,900,900,2024-05-17 17:20:02
1,0,900,900,2024-05-17 17:21:02
1,0,901,900,2024-05-17 17:22:02
1,0,900,900,2024-05-17 17:23:02
1,0,900,898,2024-05-17 17:24:02
1,0,900,898,2024-05-17 17:25:02
1,0,900,898,2024-05-17 17:26:02
1,0,900,898,2024-05-17 17:27:02
1,0,898,898,2024-05-17 17:28:02
1,0,898,898,2024-05-17 17:29:02
1,0,898,900,2024-05-17 17:30:02
28,29,2,-2,2024-05-17 17:31:02
33,33,2,0,2024-05-17 17:32:02
1,0,894,898,2024-05-17 17:33:02
1,0,895,898,2024-05-17 17:34:02
1,0,895,898,2024-05-17 17:35:02
22,23,2,0,2024-05-17 17:36:02
1,0,895,898,2024-05-17 17:37:02
1,0,895,898,2024-05-17 17:38:02
12,0,921,1783,2024-05-17 17:39:02
48,48,1793,1795,2024-05-17 17:40:02
1,0,905,900,2024-05-17 17:41:02
1,0,900,900,2024-05-17 17:42:02
1,0,901,900,2024-05-17 17:43:02
1,0,894,895,2024-05-17 17:44:02
1,0,895,898,2024-05-17 17:45:02
1,0,895,898,2024-05-17 17:46:02
1,0,895,898,2024-05-17 17:47:02
1,0,895,898,2024-05-17 17:48:02
57,57,292,267,2024-05-17 17:49:02
22,22,-3,-2,2024-05-17 17:50:02
1,0,-6,-4,2024-05-17 17:51:02
1,0,921,901,2024-05-17 17:52:02
1,0,905,900,2024-05-17 17:53:02
33,33,900,900,2024-05-17 17:54:02
1,0,900,900,2024-05-17 17:55:02
1,0,900,901,2024-05-17 17:56:02
1,0,900,900,2024-05-17 17:57:02
1,0,901,900,2024-05-17 17:58:02
1,0,900,900,2024-05-17 17:59:02
39,40,1798,1800,2024-05-17 19:00:02
1,0,1800,1800,2024-05-17 19:01:02
1,0,2,-2,2024-05-17 19:02:02
1,0,0,-2,2024-05-17 19:03:02
1,0,0,-2,2024-05-17 19:04:02
1,0,0,-2,2024-05-17 19:05:02
1,0,0,-2,2024-05-17 19:06:02
1,0,905,906,2024-05-17 19:07:02
1,0,905,906,2024-05-17 19:08:02
1,0,905,906,2024-05-17 19:09:02
11,14,905,909,2024-05-17 19:10:02
